reviewid,title,artist,label,pub_year,year,genre,score,best_new_music
14708,"best bless ep",highlife,"social registry",2010,2010,metal/rock,8.0,0
14709,"meet me at the muster station","ps i love you","paper bag",2010,2010,rock,8.1,0
14710,"shadow temple","prince rama","paw tracks",2010,2010,electronic,6.2,0
14711,"i am not a human being","lil wayne","cash money/universal motown/young money entertainment",2010,2010,rap,6.7,0
14712,"fuck dance, let's art: sounds from a new american underground","various artists","!k7/cool in the pool",2010,2010,,6.9,0
14713,"bxi ep","boris, ian astbury","southern lord",2010,2010,metal/rock,3.3,0
14714,"caribou vibration ensemble",caribou,atp,2010,2010,rock,7.2,0
14715,"ghost fits",sisters,narnack,2010,2010,experimental,5.7,0
14716,"sound of the police","cut chemist","a stable sound/soul kitchen",2010,2010,electronic/jazz/rap,7.8,0
14717,"gutter water",gangrene,decon,2010,2010,rock,6.7,0
14718,"king night",salem,iamsound,2010,2010,electronic/metal,7.5,0
14719,"wolfpack party","the pack","the pack musick",2010,2010,rap,5.7,0
14720,marcberg,"roc marciano","fat beats",2010,2010,rap,8.1,0
14721,"life! death! prizes!",shrag,"where it's at is where you are",2010,2010,rock,6.8,0
14722,"valusia ep","zola jesus","sacred bones",2010,2010,electronic,7.9,0
14723,"a swedish love story ep","owen pallett",domino,2010,2010,pop/r&b,7.4,0
14724,"an ark for the listener","philip jeck",touch,2010,2010,experimental,7.9,0
14725,"graffiti composition","christian marclay","dog w/a bone",2010,2010,experimental/rock,6.3,0
14726,"foreign landscapes",hauschka,130701,2010,2010,global,5.5,0
14727,"face tat","zach hill","sargent house",2010,2010,experimental/rock,7.5,0
14728,"record collection","mark ronson & the business intl.",columbia,2010,2010,,5.4,0
14730,"holkham drones","luke abbott","border community",2010,2010,electronic,7.5,0
14731,"write about love","belle and sebastian",matador,2010,2010,rock,8.2,0
14732,"lucky shiner","gold panda",ghostly,2010,2010,electronic,8.3,0
14733,"last day of summer","white denim",downtown,2010,2010,rock,7.4,0
14734,"to dreamers","kelley stoltz","sub pop",2010,2010,rock,6.8,0
14735,lasted,"benot pioulard",kranky,2010,2010,electronic,7.9,0
14736,"play it strange","the fresh & onlys","in the red",2010,2010,rock,8.0,0
14737,"bona drag [20th anniversary edition]",morrissey,emi,2010,2010,rock,9.8,1
14738,"the age of adz","sufjan stevens","asthmatic kitty",2010,2010,folk/country,8.4,1
14739,"every step's a yes","a band of bees",fiction,2010,2010,rock,6.9,0
14740,"matador at 21","various artists",matador,2010,2010,,9.5,1
14741,"lawless darkness",watain,"season of mist",2010,2010,metal,6.2,0
14742,"duppy writer","roots manuva meets wrongtom","big dada",2010,2010,,7.0,0
14743,"under the jaguar sun",nadja,"beta-lactam ring",2010,2010,electronic/metal/rock,6.8,0
14744,"i am the west","ice cube","lench mob",2010,2010,rap,4.4,0
14745,"let me come home","broken records",4ad,2010,2010,rock,5.1,0
14746,"i will love you at all","darren hanlon","yep roc",2010,2010,rock,7.6,0
14747,"tall hours in the glowstream","cotton jones","suicide squeeze",2010,2010,rock,6.7,0
14748,swanlights,"antony and the johnsons","secretly canadian",2010,2010,rock,7.7,0
14749,"way slow volume one","banjo or freakout",lefse,2010,2010,pop/r&b,5.5,0
14750,"a path less travelled","lawrence english, minamo",room40,2010,2010,electronic/rock,7.7,0
14751,undercard,"the extra lens",merge,2010,2010,rock,7.9,0
14752,"autumn, again","a sunny day in glasgow",self-released,2010,2010,rock,7.9,0
14753,patience,"the dead c","ba da bing!",2010,2010,experimental/rock,7.8,0
14754,"signature box","john lennon",capitol,2010,2010,rock,6.2,0
14755,"searching for the young soul rebels [30th anniversary edition]","dexys midnight runners",emi,2010,2010,electronic/rock,8.9,1
14756,"last chants","apache beat","babylon/beverly martel",2010,2010,rock,6.1,0
14757,"bloody war: songs 1924-1939","various artists","tompkins square",2010,2010,rock,7.9,0
14758,"living with yourself","mark mcguire","editions mego",2010,2010,electronic/rock,8.2,0
14759,"jon mcmillion lp","jon mcmillion","nuearth kitchen",2010,2010,electronic,8.0,0
14760,"the hybrid","danny brown","rappers i know",2010,2010,rap,7.6,0
14761,"for the ghosts within","wyatt, atzmon & stephen",domino,2010,2010,,7.7,0
14762,"i plan to stay a believer: the inside songs of curtis mayfield","william parker","aum fidelity",2010,2010,jazz,8.2,0
14763,orange,"the jon spencer blues explosion",majordomo,2010,2010,rock,8.6,1
14764,"down there","avey tare","paw tracks",2010,2010,experimental/rock,7.9,0
14765,"turning on","cloud nothings",carpark,2010,2010,rock,7.9,0
14766,$o$,"die antwoord",cherrytree/interscope,2010,2010,rap,5.5,0
14767,"shobaleader one: ddemonstrator",squarepusher,warp,2010,2010,electronic,4.0,0
14768,"death gate ep","the gaslamp killer",brainfeeder,2010,2010,rap,7.5,0
14769,"a can of bees","the soft boys","yep roc",2010,2010,rock,7.5,0
14770,"zeroes qc",suuns,"secretly canadian",2010,2010,experimental/rock,7.1,0
14771,flockaveli,"waka flocka flame","warner bros.",2010,2010,rap,8.0,0
14772,"cinema red and blue","cinema red and blue","what's your rupture?",2010,2010,rock,7.7,0
14774,"is fixed","simian mobile disco","defend music",2010,2010,electronic/rock,6.5,0
14776,"song islands vol. 2","mount eerie","p.w. elverum & sun",2010,2010,rock,5.6,0
14777,nymph,nymph,"social registry",2010,2010,rock,6.7,0
14778,"the inevitable past is the future forgotten","three mile pilot","temporary residence",2010,2010,metal/rock,7.2,0
14779,"what it means to be left-handed","mice parade","fat cat",2010,2010,electronic/rock,7.4,0
14780,"nocturne of exploded crystal chandelier","sun airway","dead oceans",2010,2010,pop/r&b,7.8,0
14781,authenticity,"the foreign exchange","foreign exchange",2010,2010,electronic,7.6,0
14782,olympia,"bryan ferry",emi,2010,2010,electronic/rock,7.5,0
14783,facit,skert!,razzia,2010,2010,rock,7.6,0
14784,"anda jaleo","josephine foster & the victor herrero band",fire,2010,2010,folk/country,6.2,0
14785,"24 hour karate school","ski beatz","dd172/def jam",2010,2010,pop/r&b/rap,6.0,0
14786,"codename: rondo","ghostland observatory","trashy moped",2010,2010,electronic/rock,1.5,0
14787,"the naked soul of sweet jones","pimp c",rap-a-lot,2010,2010,rap,6.4,0
14788,"innundir skinni","lf arnalds","one little indian",2010,2010,pop/r&b,8.0,0
14789,"penpals forever (and ever)","svarte greiner",digitalis,2010,2010,electronic,7.4,0
14790,"new chain","small black",jagjaguwar,2010,2010,rock,7.2,0
14791,"the effective disconnect (music composed for the documentary ""vanishing of the bees"")","brian mcbride",kranky,2010,2010,rock,7.1,0
14792,"port entropy","shugo tokumaru",p-vine,2010,2010,folk/country/pop/r&b,6.2,0
14793,"live at shepherds bush empire ep",liars,mute,2010,2010,experimental/rock,6.5,0
14794,dj-kicks,apparat,!k7,2010,2010,electronic,7.2,0
14795,"paupers field","dylan leblanc","rough trade",2010,2010,folk/country,6.8,0
14796,"archer on the beach 12""",destroyer,merge,2010,2010,rock,7.1,0
14797,"rock bottom","robert wyatt",domino,2010,2010,experimental/rock,9.0,1
14798,ardour,teebs,brainfeeder,2010,2010,electronic,8.0,0
14799,"magnetic man","magnetic man",columbia,2010,2010,electronic,5.9,0
14800,"i love funky","supa d & dj ma1","rinse fm",2010,2010,,7.6,0
14801,"the fool",warpaint,"rough trade",2010,2010,rock,7.2,0
14802,"infinite love","dustin wong","thrill jockey",2010,2010,rock,6.9,0
14803,"future weather ep","the war on drugs","secretly canadian",2010,2010,rock,7.6,0
14804,"a bureaucratic desire for extra-capsular extraction ",earth,"southern lord",2010,2010,metal/rock,8.0,0
14805,"spiral shadow",kylesa,"season of mist",2010,2010,metal,8.4,0
14806,sidewalks,"matt & kim",fader,2010,2010,rock,6.3,0
14807,margins,"paul smith",billingham,2010,2010,,5.2,0
14808,"slime flu",vado,e1,2010,2010,rap,7.7,0
14809,"the appeal: georgia's most wanted","gucci mane","1017 brick squad/asylum/warner bros.",2010,2010,rap,7.3,0
14810,"come and get it: the best of apple records","various artists",apple,2010,2010,,8.5,0
14811,"jamie, my intentions are bass ep",!!!,warp,2010,2010,rock,6.8,0
14812,sleepwalkers,"david sylvian","samadhi sound",2010,2010,electronic/experimental/global/rock,6.0,0
14813,amoral,violens,"friendly fire/static recital",2010,2010,experimental/rock,6.7,0
14814,opticks,"silje nes","fat cat",2010,2010,pop/r&b,7.3,0
14815,"all night",houses,lefse,2010,2010,electronic,5.1,0
14816,"magic central","breathe owl breathe",hometapes,2010,2010,rock,6.8,0
14817,"death to false metal",weezer,geffen,2010,2010,rock,3.5,1
14818,10,supersilent,"rune grammofon",2010,2010,experimental,8.4,0
14819,"an introduction to...","elliott smith","kill rock stars",2010,2010,rock,8.8,1
14820,"ironto special","the black twig pickers","thrill jockey",2010,2010,folk/country,7.2,0
14821,"the bootleg series, vol. 9: the witmark demos: 1962-1964","bob dylan",columbia,2010,2010,rock,9.1,1
14822,"complete mythology","syl johnson","numero group",2010,2010,folk/country/pop/r&b,6.8,0
14823,"adolescent funk",dm-funk,"stones throw",2010,2010,pop/r&b,6.7,0
14824,"swim remixes",caribou,"city slang/merge",2010,2010,rock,6.8,0
14825,nothing,n.e.r.d.,"star trak",2010,2010,rap/rock,4.1,0
14826,confusion,"surf friends","power tool",2010,2010,,6.1,0
14827,"clairaudience fellowship","twig harper, daniel higgs","thrill jockey",2010,2010,experimental/rock,7.1,0
14828,"small craft on a milk sea","brian eno",warp,2010,2010,experimental,7.4,0
14829,"special affections","diamond rings","secret city",2010,2010,electronic/rock,8.2,0
14830,"come around sundown","kings of leon",rca,2010,2010,rock,3.6,0
14831,"blow your head volume 1: diplo presents dubstep","various artists","downtown/mad decent",2010,2010,,6.5,0
14832,wywh,"the concretes","friendly fire",2010,2010,rock,4.1,0
14833,"live in japan","fenn o'berg","editions mego",2010,2010,electronic,6.5,0
14834,tapes,"the big pink",!k7,2010,2010,rock,5.8,0
14835,"castle talk","screaming females","don giovanni",2010,2010,rock,7.9,0
14836,"funeral mariachi","sun city girls",abduction,2010,2010,rock,7.4,0
14837,sports,weekend,slumberland,2010,2010,experimental/rock,8.2,0
14838,"not music",stereolab,"drag city/duophonic",2010,2010,experimental/rock,7.5,0
14839,"electric sunset","electric sunset",k,2010,2010,rock,6.7,0
14840,"that we can play ep",games,"hippos in tanks",2010,2010,electronic/rock,7.6,0
14841,"tradi-mods vs. rockers: alternative takes on congotronics","various artists","crammed discs",2010,2010,,8.1,0
14842,"pyramid of the sun",maserati,"temporary residence",2010,2010,rock,7.4,0
14843,litanies,"royal baths",woodsist,2010,2010,rock,7.5,0
14844,"late ep",excepter,woodsist,2010,2010,experimental/rock,6.0,0
14845,"radioclit presents: the sound of club secousse","various artists","crammed discs",2010,2010,,7.3,0
14846,chandelier,miko,"room40/someone good",2010,2010,electronic/pop/r&b,7.5,0
14847,quarters,truckasauras,fourthcity,2010,2010,rock,7.6,0
14848,"good humor","saint etienne",heavenly/universal,2010,2010,electronic/rock,7.4,0
14849,"golden week for the poco poco beat","the suzan","fool's gold",2010,2010,pop/r&b/rock,7.0,0
14850,blackenedwhite,mellowhype,self-released,2010,2010,rap,8.1,0
14851,"new love","former ghosts","upset the rhythm",2010,2010,electronic/pop/r&b,5.3,0
14852,"the lady killer","cee-lo green",elektra,2010,2010,rap,7.3,0
14853,"the best of suede",suede,"suede limited",2010,2010,rock,8.7,1
14854,"how to live",seeland,loaf,2010,2010,pop/r&b,5.5,0
14855,"captured anthems for an empty bathtub / anthems for the could've bin pills","k.c. accidental","arts & crafts",2010,2010,electronic/rock,7.4,0
14856,"history of modern","orchestral manoeuvres in the dark","100%/bright antenna",2010,2010,electronic/rock,5.0,0
14857,"hearts on hold","tu fawning","city slang/provenance",2010,2010,rock,6.2,0
14858,"as u were","lyrics born",decon,2010,2010,pop/r&b/rap,6.8,0
14859,"forget the mantra",nightlands,"secretly canadian",2010,2010,rock,7.0,0
14860,"nothing fits",tyvek,"in the red",2010,2010,,7.8,0
14861,"glass eights","john roberts",dial,2010,2010,electronic,7.2,0
14862,"sad sappy sucker","modest mouse","glacial pace/k",2010,2002/2010,rock,7.2,0
14863,"cathedral city",victoire,"new amsterdam",2010,2010,,7.8,0
14864,"london sessions","lcd soundsystem",dfa/emi,2010,2010,electronic/rock,8.2,0
14865,"worth the weight: bristol dubstep classics","various artists","punch drunk",2010,2010,,6.9,0
14866,"impossible oddities","the orb, youth","future noise",2010,2010,electronic/rock,6.0,0
14867,"the weight's on the wheels","the russian futurists","upper class",2010,2010,rock,7.5,0
14868,"da trak genious","dj nate","planet mu",2010,2010,electronic,7.2,0
14869,"the promise: the darkness on the edge of town story","bruce springsteen",columbia/sony,2010,2010,rock,9.5,1
14870,"broken dreams club ep",girls,"true panther",2010,2010,rock,8.7,1
14871,"la uti ep",tobacco,anticon,2010,2010,electronic,6.5,0
14872,"we love","we love","bpitch control",2010,2010,electronic,5.6,0
14873,"off duty ep","sun araw",woodsist,2010,2010,experimental,7.7,0
14875,"man on the moon ii: the legend of mr. rager","kid cudi",good,2010,2010,rap/rock,6.7,0
14876,"march to the sea","aids wolf","skin graft",2010,2010,experimental/rock,6.9,0
14877,"infected ep","the bug","ninja tune",2010,2010,electronic,6.2,0
14878,"coals to newcastle","orange juice",domino,2010,2010,rock,8.6,1
14879,"burning bush supper club","bear hands",cantora,2010,2010,rock,7.1,0
14880,"my beautiful dark twisted fantasy","kanye west","def jam/roc-a-fella",2010,2010,rap,10.0,1
14881,"atlas air ep","massive attack","vinyl factory/virgin",2010,2010,electronic,5.0,0
14882,"heart ache & dethroned",jesu,"hydra head",2010,2010,metal/rock,7.6,0
14883,"friday night lights","j. cole","roc nation",2010,2010,rap,7.3,0
14884,"it's what i'm thinking (part one: photographing snowflakes)","badly drawn boy","one last fruit/the end",2010,2010,rock,6.5,0
14885,kokning,"bjrn torske","smalltown supersound",2010,2010,pop/r&b,8.0,0
14886,lina,"les sins",carpark,2010,2010,electronic,6.8,0
14887,"mighty ep","lord huron",self-released,2010,2010,rock,8.0,0
14888,"fool's gold, vol. 1","various artists","fool's gold",2010,2010,,5.6,0
14889,"restless people","restless people",iamsound,2010,2010,electronic/pop/r&b,6.3,0
14890,"pretty hate machine","nine inch nails",universal,2010,2010,rock,9.5,1
14891,"strategies against architecture, vol. 4","einstrzende neubauten",mute,2010,2010,electronic/experimental/rock,7.0,0
14892,"the hits collection, vol. one","jay z","def jam/roc nation/roc-a-fella",2010,2010,rap,7.5,0
14893,"parallel seismic conspiracies ep",telekinesis,merge,2010,2010,rock,6.8,0
14894,"as stowaways in cabinets of surf, we live-out in our members a kind of rebirth","half-handed cloud","asthmatic kitty",2010,2010,rock,5.2,0
14895,shleep,"robert wyatt",domino,2010,2010,experimental/rock,8.6,1
14896,delicacies,"simian mobile disco",delicacies,2010,2010,electronic/rock,7.4,0
14897,loud,rihanna,"def jam/roc nation",2010,2010,pop/r&b,7.6,0
14898,"pink friday","nicki minaj","universal motown/young money entertainment",2010,2010,rap,6.5,0
14899,"all day","girl talk","illegal art",2010,2010,electronic,8.3,0
14900,"permanent vacation: selected label works, vol. 2","various artists","permanent vacation",2010,2010,,8.1,0
14901,fifteen,"super wild horses",hozac,2010,2010,electronic/pop/r&b,7.6,0
14902,"strumming music for piano, harpsichord and string ensemble","charlemagne palestine","sub rosa",2010,2010,experimental/rock,7.3,0
14903,"dagger paths [expanded edition]","forest swords","no pain in pop",2010,2010,rock,8.4,0
14904,"fan no. 2","barbara morgenstern",monika,2010,2010,electronic/rock,7.9,0
14905,"prism eyes","reading rainbow",hozac,2010,2010,experimental/rock,7.7,0
14906,"pilot talk ii",curren$y,bluroc/dd172,2010,2010,rap,8.2,0
14907,"the voice of lightness, vol. 2","tabu ley rochereau","sterns africa",2010,2010,global/pop/r&b,8.0,0
14908,"zeus ep","british sea power","rough trade",2010,2010,electronic/rock,5.0,0
14910,gravity/bees,"koen holtkamp","thrill jockey",2010,2010,electronic/rock,7.7,0
14911,"legend recognize legend",lazerbeak,doomtree,2010,2010,rap,7.2,0
14912,"shore obsessed","soft circle","post present medium",2010,2010,experimental/rock,7.0,0
14913,duettes,"gospel music","fierce panda/kill rock stars",2010,2010,rock,7.3,0
14914,"i drink the air before me","nico muhly",decca,2010,2010,rock,7.4,0
14915,"ugly but honest: 1996-1999","carissa's wierd","hardly art",2010,2000/2010,rock,7.8,0
14916,"public service announcement","purling hiss",woodsist,2010,2010,rock,7.4,0
14917,"body talk",robyn,cherrytree/interscope/konichiwa,2010,2010,pop/r&b,8.7,1
14918,"farad: the electric voice","bruce haack","stones throw",2010,2010,electronic,7.1,0
14919,"first four eps",off!,vice,2010,2010,metal/rock,8.5,1
14920,"marrow of the spirit",agalloch,"profound lore",2010,2010,metal/rock,8.5,0
14921,palinopsia,"d'eon","hippos in tanks",2010,2010,electronic/rock,6.2,0
14922,"quest for the sonic bounty","horsepower productions",tempa,2010,2010,electronic,6.3,0
14923,"no mercy",t.i.,atlantic,2010,2010,rap,5.5,0
14924,"go live",jnsi,self-released,2010,2010,rock,7.9,0
14925,"autre ne veut","autre ne veut","olde english spelling bee",2010,2010,electronic,8.1,0
14926,"wild go","dark dark dark","supply and demand",2010,2010,rock,6.7,0
14927,"night slugs allstars, volume 1","various artists","night slugs",2010,2010,,8.1,0
14928,"dead head","residual echoes","teenage teardrops",2010,2010,rock,6.0,0
